Age,Height(cm),Weight(kg),Running Speed(km/h),Calories Burned,Running Time(min)
29,156,79,13.5,791.4,46
26,170,45,13.5,1130.4,110
49,186,68,13.5,1139.8,72
56,180,80,13.5,2084.2,118
32,172,50,13.5,793.6,70
51,176,85,10.5,304.4,20
19,171,98,10.5,1748.5,103
21,188,90,13.5,1569.1,81
42,176,88,8.0,1137.0,96
27,153,75,13.5,1121.4,64
23,173,64,8.0,475.3,52
26,172,68,10.5,193.9,17
58,168,69,8.0,176.3,19
50,152,80,10.5,546.3,38
19,176,65,8.0,610.6,68
24,152,74,10.5,637.8,48
47,177,68,10.5,612.5,53
27,166,88,13.5,2111.0,102
23,180,86,10.5,1764.4,114
18,159,74,13.5,1711.5,106
22,171,66,13.5,926.1,62
57,179,72,13.5,981.1,63
48,170,51,8.0,333.9,48
36,185,79,8.0,1043.7,94
50,172,99,10.5,1941.5,114
32,187,72,13.5,345.5,21
41,161,58,13.5,406.9,32
28,174,54,10.5,811.4,84
23,169,60,13.5,1410.9,106
55,156,60,10.5,1264.2,117
33,178,98,13.5,1019.9,48
27,178,75,8.0,665.1,65
22,162,86,10.5,1784.5,119
39,152,69,10.5,1282.2,107
43,151,57,8.0,642.2,82
22,165,50,10.5,243.6,28
54,179,88,8.0,1059.8,83
18,187,53,13.5,1190.6,103
38,155,89,8.0,1479.2,117
36,156,80,8.0,244.7,22
41,154,87,10.5,437.7,29
31,156,64,13.5,1415.5,97
45,183,62,8.0,648.2,73
24,181,87,13.5,487.7,25
53,162,65,8.0,316.9,34
49,179,48,10.5,556.1,69
38,174,94,8.0,660.1,50
21,170,77,8.0,1005.5,96
55,170,71,13.5,442.2,28
34,177,51,8.0,511.6,72
54,169,50,10.5,454.1,52
53,183,59,10.5,1050.9,103
46,154,62,8.0,790.8,94
47,167,76,8.0,1021.2,96
26,188,55,13.5,185.7,15
31,160,64,13.5,1669.2,118
58,166,68,10.5,912.4,79
34,171,59,13.5,204.6,15
39,186,92,8.0,1297.7,99
49,169,51,10.5,641.5,74
32,155,65,13.5,556.8,39
54,183,86,10.5,1539.0,105
51,163,70,8.0,241.3,24
50,172,88,13.5,1301.9,64
44,169,58,8.0,199.7,26
18,162,81,8.0,1227.2,106
46,181,65,10.5,499.0,46
29,175,62,10.5,497.4,47
57,163,49,10.5,768.3,86
32,185,47,13.5,1315.2,120
21,157,67,13.5,620.0,40
44,189,70,10.5,683.1,56
55,171,81,13.5,1145.6,64
36,171,68,13.5,1191.3,75
40,165,93,10.5,909.2,55
43,176,63,8.0,606.1,71
46,159,95,13.5,340.7,16
43,174,69,13.5,1821.3,113
42,180,65,8.0,1047.7,112
23,170,56,8.0,661.1,84
58,176,85,8.0,541.4,45
54,166,77,10.5,475.6,37
21,182,94,8.0,1182.5,90
39,180,97,10.5,1176.1,68
44,175,48,8.0,265.5,42
50,170,86,8.0,1144.4,93
31,185,51,10.5,307.1,33
48,150,66,10.5,1012.3,90
42,153,99,8.0,878.5,62
47,153,77,8.0,173.2,16
35,175,61,8.0,212.7,25
25,153,68,13.5,917.8,58
45,158,78,8.0,1214.2,115
55,179,72,10.5,946.6,73
20,153,87,13.5,1402.5,73
19,154,85,10.5,795.7,52
45,172,83,13.5,724.8,39
27,165,66,13.5,499.8,35
49,171,93,10.5,900.6,56
54,186,61,13.5,668.0,50
27,157,78,10.5,301.4,23
43,182,50,8.0,172.8,26
49,187,90,13.5,499.6,24
37,165,50,10.5,663.1,73
55,154,78,13.5,347.7,19
47,165,45,10.5,383.2,47
54,156,54,8.0,640.5,83
18,150,65,8.0,808.8,94
43,158,49,13.5,873.6,77
52,167,46,13.5,1224.0,115
27,152,66,10.5,1279.3,115
34,173,92,10.5,703.5,43
17,177,46,13.5,329.6,32
51,159,54,10.5,1051.6,107
51,158,78,10.5,278.3,20
47,162,60,10.5,735.2,67
44,184,92,13.5,1908.7,96
55,172,95,8.0,576.7,46
17,166,83,8.0,673.4,56
41,156,66,10.5,675.0,61
59,165,56,13.5,560.5,45
54,189,68,10.5,918.0,76
36,185,91,8.0,914.7,70
19,169,84,10.5,358.5,25
18,173,82,8.0,432.4,40
34,154,54,13.5,1290.6,106
26,155,79,10.5,565.2,41
21,177,95,13.5,2033.3,97
25,154,93,10.5,1198.7,71
18,188,76,10.5,558.9,41
50,187,51,10.5,674.9,73
54,151,65,10.5,835.3,76
47,188,64,10.5,388.1,34
26,170,70,13.5,280.5,17
28,189,48,13.5,327.6,30
52,186,90,8.0,1408.8,117
37,167,96,10.5,1022.7,58
22,161,66,8.0,979.7,107
19,166,59,13.5,1276.6,93
26,186,84,8.0,493.4,44
21,187,65,13.5,802.9,54
42,164,59,10.5,849.3,79
37,156,66,8.0,393.8,43
42,163,96,8.0,572.0,44
54,150,72,8.0,1131.5,118
42,187,58,8.0,361.5,46
24,152,71,10.5,293.9,24
21,186,85,13.5,2050.3,105
31,180,84,13.5,1189.0,65
32,162,72,10.5,266.3,22
17,167,70,13.5,1012.2,65
32,166,93,8.0,640.6,50
53,166,46,10.5,978.4,120
19,160,69,13.5,1093.5,69
47,169,47,10.5,418.7,49
29,159,52,10.5,445.4,50
32,178,88,13.5,1390.0,70
59,183,77,13.5,854.6,50
37,166,86,10.5,1472.9,103
18,162,96,10.5,1659.5,98
43,188,79,13.5,1375.2,75
54,176,50,10.5,634.2,76
42,175,83,13.5,1686.0,95
54,177,96,10.5,1735.5,101
41,162,67,10.5,465.7,39
27,161,69,10.5,933.0,78
24,177,94,13.5,1590.4,74
24,151,87,8.0,893.2,71
49,186,63,13.5,1506.1,109
23,183,49,10.5,702.0,84
54,172,95,8.0,1438.4,113
37,178,55,8.0,513.4,66
24,184,56,10.5,675.9,70
37,160,54,13.5,981.3,77
36,182,52,8.0,602.5,82
24,160,68,8.0,1095.3,118
47,158,72,13.5,531.5,34
45,163,85,13.5,2296.8,119
25,158,80,8.0,737.1,68
31,188,81,13.5,284.5,15
46,152,65,8.0,929.7,104
42,178,52,10.5,998.1,112
26,168,99,13.5,539.3,24
45,185,53,8.0,261.4,37
32,181,91,13.5,1339.1,65
52,156,59,13.5,482.1,38
36,177,92,8.0,347.3,27
53,167,90,10.5,679.3,43
38,154,84,8.0,838.4,72
23,172,62,13.5,1491.7,105
39,171,86,8.0,1237.7,109
57,175,64,13.5,817.5,57
56,161,50,8.0,165.1,24
45,189,56,10.5,439.2,45
32,168,46,10.5,987.0,117
54,150,51,10.5,757.1,88
44,152,60,10.5,1091.4,102
54,176,47,8.0,714.6,111
47,167,89,10.5,436.6,28
30,179,47,8.0,754.0,113
49,151,71,13.5,740.5,48
25,154,94,13.5,672.9,31
43,178,87,13.5,655.7,35
40,182,84,10.5,1614.3,110
29,169,82,10.5,1190.5,81
42,179,77,10.5,940.4,72
45,154,72,13.5,1547.4,93
59,170,45,13.5,215.3,22
44,164,99,13.5,2523.6,110
44,169,52,13.5,606.5,52
24,157,81,8.0,456.5,40
39,180,76,8.0,854.3,78
45,161,92,10.5,701.9,44
21,170,87,10.5,340.8,23
58,179,81,13.5,869.1,46
23,176,48,8.0,160.4,25
58,175,74,8.0,1037.1,100
52,182,50,10.5,437.8,48
57,175,90,8.0,1507.4,119
43,175,98,10.5,532.1,32
18,185,63,13.5,451.5,33
41,189,76,13.5,1134.0,68
25,150,53,10.5,880.7,96
43,164,56,13.5,620.7,51
17,150,55,13.5,1223.4,96
39,160,90,8.0,319.1,26
26,151,99,8.0,257.3,18
58,150,60,8.0,489.3,57
41,180,45,8.0,265.7,41
19,165,89,8.0,783.8,65
22,171,99,10.5,331.6,19
22,167,97,10.5,333.4,20
18,166,65,8.0,798.4,91
34,179,74,13.5,1699.7,101
39,159,57,13.5,1587.9,120
18,184,78,10.5,916.7,70
28,170,48,10.5,845.8,103
38,165,72,10.5,1002.7,82
53,155,82,13.5,2090.1,110
36,152,75,10.5,794.2,58
55,170,99,13.5,618.8,29
40,162,71,10.5,1276.6,104
36,167,49,13.5,643.0,56
17,173,69,10.5,297.2,25
17,176,47,10.5,730.8,87
33,153,77,13.5,415.8,25
17,171,48,10.5,668.3,80
46,173,69,8.0,391.5,41
57,189,64,13.5,1063.5,72
19,159,78,10.5,1389.6,104
27,151,70,13.5,1322.6,86
40,189,49,10.5,294.2,35
38,155,79,8.0,384.6,35
42,167,72,10.5,1124.3,86
29,166,73,10.5,198.0,15
17,187,53,8.0,812.9,116
40,172,96,13.5,1614.1,72
26,179,82,10.5,371.8,27
51,170,94,10.5,1419.0,87
40,159,50,8.0,752.6,106
44,162,63,13.5,271.6,20
52,161,88,13.5,1907.9,101
32,158,55,8.0,852.6,114
56,153,46,8.0,468.7,72
32,188,91,10.5,494.7,31
33,173,88,8.0,1050.3,87
31,183,88,8.0,326.4,26
32,188,53,8.0,752.7,100
31,154,65,13.5,992.9,66
50,164,68,8.0,843.2,90
27,153,78,10.5,1091.5,84
17,188,66,10.5,971.9,87
31,157,47,10.5,555.9,66
42,173,56,8.0,405.1,51
20,177,72,13.5,288.4,17
59,176,74,8.0,1111.0,112
21,150,70,8.0,205.0,22
51,183,92,10.5,372.4,24
29,166,65,8.0,531.2,61
26,186,72,13.5,893.5,55
27,187,70,10.5,1000.9,78
34,175,77,13.5,978.9,56
50,173,65,13.5,835.5,57
55,188,79,13.5,415.9,23
57,170,96,8.0,356.0,28
58,179,78,8.0,1280.0,115
39,162,85,8.0,1252.8,105
23,186,95,8.0,1512.4,119
55,152,91,10.5,1774.6,110
19,181,62,8.0,155.9,18
28,184,55,10.5,147.3,16
23,168,67,13.5,1634.3,111
42,163,92,10.5,1576.5,99
49,171,66,8.0,133.5,15
53,166,61,10.5,925.7,89
31,153,49,8.0,539.4,79
18,189,88,8.0,728.3,60
57,168,55,10.5,714.4,73
23,186,74,10.5,1205.2,89
48,151,59,13.5,283.3,21
20,164,71,13.5,1288.5,80
36,151,79,13.5,533.4,29
52,160,77,13.5,1509.6,86
48,172,64,13.5,849.0,61
44,159,60,10.5,1071.8,104
29,152,78,13.5,969.8,54
17,154,46,10.5,461.5,56
51,152,79,13.5,1211.6,65
46,187,84,8.0,576.6,49
52,162,72,13.5,2004.8,119
41,168,91,8.0,661.5,55
32,189,83,10.5,1447.5,99
35,184,50,13.5,832.3,71
17,173,53,10.5,472.0,52
21,173,64,13.5,1195.7,86
38,166,45,10.5,853.3,110
40,189,52,13.5,264.9,22
59,159,99,13.5,1878.8,88
53,151,67,8.0,720.8,77
52,172,47,10.5,800.5,101
52,155,48,10.5,150.2,18
20,151,69,10.5,783.5,62
52,170,91,10.5,1019.0,66
34,184,82,10.5,711.4,52
32,178,59,8.0,875.0,108
57,156,65,13.5,1753.9,119
34,178,79,8.0,1081.4,101
38,186,97,10.5,323.9,19
18,172,97,10.5,1756.7,99
37,182,90,13.5,1669.0,84
52,157,96,8.0,1237.6,95
55,161,58,13.5,1341.8,103
55,159,80,13.5,685.0,38
45,164,56,8.0,736.0,100
42,173,61,13.5,1263.4,91
37,175,83,8.0,373.6,31
33,188,53,8.0,660.5,92
32,152,79,10.5,1568.7,112
47,151,57,13.5,1267.7,104
25,155,59,10.5,1012.0,97
47,170,62,13.5,555.0,40
30,158,95,13.5,364.5,17
53,159,77,10.5,216.5,16
18,185,50,10.5,897.5,106
30,152,71,10.5,204.2,16
49,173,67,8.0,335.5,36
51,171,71,13.5,1326.7,85
55,163,78,8.0,202.7,18
36,176,90,13.5,1001.7,52
18,182,82,13.5,2207.4,117
57,171,58,8.0,776.9,98
35,178,80,8.0,931.7,84
53,168,97,13.5,1859.2,87
34,168,52,10.5,589.9,66
32,155,79,10.5,592.0,45
20,168,63,10.5,451.1,40
28,162,74,10.5,661.1,50
45,175,58,13.5,530.1,40
23,171,64,10.5,488.2,42
30,170,93,10.5,321.6,19
28,185,69,10.5,1068.6,88
51,151,84,13.5,616.0,32
21,179,68,8.0,259.5,29
33,176,58,10.5,745.6,71
58,156,70,13.5,1803.6,111
48,169,82,13.5,333.7,19
26,180,67,10.5,600.5,51
59,172,66,8.0,1121.2,118
33,162,92,8.0,1232.1,100
21,166,63,8.0,858.7,100
58,153,90,13.5,716.7,36
25,163,95,10.5,1081.4,66
49,169,47,10.5,227.6,29
52,162,86,13.5,586.6,31
52,152,63,10.5,701.9,65
34,175,53,10.5,567.2,59
25,175,72,8.0,755.6,77
45,167,64,10.5,467.9,42
30,181,89,10.5,1123.4,73
41,163,51,13.5,1104.0,100
31,152,58,13.5,479.1,35
22,150,53,8.0,424.0,56
58,175,99,13.5,2124.8,95
45,173,63,8.0,721.6,83
31,184,91,8.0,1226.5,96
45,163,96,10.5,511.8,31
20,152,58,8.0,628.3,82
34,162,82,10.5,298.5,21
55,163,97,8.0,1449.0,103
32,170,80,13.5,2004.2,115
27,175,84,13.5,1023.4,54
30,152,61,13.5,704.7,54
19,189,74,8.0,561.4,57
58,153,53,8.0,643.4,87
54,185,77,10.5,1280.6,97
58,150,96,10.5,1136.3,65
34,189,69,10.5,1040.7,87
36,182,58,10.5,364.6,37
41,156,55,8.0,833.1,109
54,160,97,8.0,635.5,46
29,176,79,10.5,592.2,45
20,163,85,8.0,364.7,31
30,171,58,8.0,964.4,117
49,165,74,8.0,707.8,72
44,161,85,8.0,1223.2,100
53,159,48,10.5,401.9,49
24,173,48,10.5,357.4,44
50,167,72,8.0,783.8,78
21,171,52,13.5,758.4,67
21,158,46,10.5,532.7,65
47,166,85,10.5,1753.5,118
25,187,90,13.5,992.5,51
58,189,66,10.5,1250.7,104
48,162,85,13.5,389.1,20
49,186,99,13.5,1074.1,48
19,155,60,8.0,573.7,70
46,170,73,10.5,1353.9,110
28,185,93,13.5,833.0,39
45,156,92,8.0,354.4,27
19,185,74,10.5,959.8,77
42,174,56,8.0,898.1,116
46,160,79,8.0,1265.8,116
25,163,55,13.5,975.1,80
42,178,90,10.5,307.9,19
18,159,94,8.0,1111.0,89
19,154,65,13.5,354.8,25
20,157,65,13.5,1417.4,102
41,154,49,8.0,615.7,92
29,173,92,8.0,1345.8,108
55,189,64,13.5,1761.6,118
51,175,81,8.0,665.9,58
39,155,47,8.0,704.2,113
25,165,88,10.5,1561.3,99
18,185,77,13.5,1463.2,83
57,161,97,8.0,1522.6,116
47,160,53,13.5,181.6,16
18,152,53,10.5,481.6,54
48,186,48,13.5,537.0,51
34,155,79,13.5,1155.3,63
29,168,61,13.5,1531.9,112
21,167,78,10.5,1265.7,89
58,165,68,10.5,612.2,50
26,172,76,13.5,1489.5,89
59,186,45,13.5,911.3,87
41,158,52,10.5,735.1,84
50,152,89,8.0,563.5,48
53,157,67,10.5,853.4,72
46,187,91,13.5,1027.7,51
23,153,84,8.0,1256.4,110
22,161,56,8.0,584.0,74
19,180,98,8.0,364.8,26
29,174,56,10.5,442.8,46
19,165,90,10.5,1470.1,95
42,163,91,10.5,287.6,18
40,162,59,10.5,1258.0,120
22,156,85,13.5,872.2,47
59,161,63,8.0,517.3,57
58,186,70,13.5,367.8,23
28,153,96,10.5,1905.2,112
52,151,73,10.5,1555.1,117
18,184,66,13.5,1004.6,65
27,152,84,8.0,1209.2,108
55,153,65,8.0,294.9,34
50,187,95,10.5,904.2,53
42,161,82,10.5,555.2,37
34,168,64,10.5,626.3,55
37,159,73,10.5,734.4,58
52,150,95,8.0,655.8,49
56,166,48,13.5,388.8,37
38,165,99,8.0,1035.1,72
46,158,51,13.5,706.5,62
59,158,72,10.5,1537.8,117
46,158,72,10.5,1263.8,101
24,161,48,13.5,810.9,72
50,164,66,10.5,1306.4,115
25,151,56,8.0,564.3,71
36,160,89,10.5,1644.0,101
56,160,47,10.5,442.3,53
41,157,66,10.5,493.7,42
35,181,88,10.5,1153.5,78
21,155,46,8.0,482.4,76
27,169,68,13.5,1541.5,97
31,188,78,10.5,1010.5,76
24,184,71,10.5,1380.6,108
35,157,99,8.0,1379.6,99
39,183,85,8.0,1166.1,102
43,168,45,8.0,602.9,99
56,156,52,10.5,361.4,40
48,180,67,13.5,943.1,65
42,167,82,8.0,756.0,64
43,189,50,8.0,354.1,50
35,163,66,8.0,360.3,40
58,188,69,13.5,715.1,47
45,185,62,10.5,1260.3,114
55,166,61,10.5,868.7,82
57,186,56,10.5,829.5,87
49,158,50,8.0,151.1,22
35,169,70,10.5,1016.4,80
53,177,71,8.0,1005.6,107
35,169,52,13.5,427.2,37
49,185,63,13.5,1245.8,84
32,176,86,10.5,988.1,69
39,157,45,8.0,368.7,57
23,181,73,8.0,1136.8,114
42,150,89,10.5,528.2,35
48,166,93,13.5,716.8,36
28,158,79,13.5,391.3,23
24,169,84,13.5,877.4,48
21,181,58,13.5,907.4,73
58,151,79,13.5,699.3,40
44,181,92,10.5,230.5,15
21,158,89,10.5,1809.7,114
42,179,64,10.5,219.6,19
21,169,93,13.5,1195.5,55
38,187,57,13.5,992.4,77
31,150,82,10.5,539.7,36
29,154,93,10.5,1268.6,82
44,184,90,13.5,1209.6,62
49,185,93,8.0,1007.9,80
59,150,52,10.5,280.9,30
39,163,87,13.5,1911.0,94
49,158,64,13.5,976.2,67
59,179,77,10.5,1331.8,100
34,173,70,8.0,777.7,79
46,153,83,13.5,1681.4,93
42,163,65,10.5,883.5,78
32,174,97,13.5,2227.8,102
29,153,93,13.5,1648.1,82
55,174,86,13.5,1420.5,77
49,159,87,13.5,1524.9,76
42,184,98,8.0,1306.0,96
17,156,85,10.5,1389.4,95
54,162,53,10.5,783.4,85
18,153,68,10.5,734.2,59
22,185,81,10.5,924.8,66
54,163,93,10.5,1375.4,88
58,167,85,8.0,925.5,79
40,157,61,13.5,222.9,16
34,181,68,13.5,916.9,63
43,176,65,10.5,402.6,36
57,186,95,13.5,2326.2,110
24,172,83,13.5,800.1,43
44,156,99,13.5,1069.8,49
26,161,85,10.5,1436.7,95
33,174,83,10.5,1365.4,90
45,152,57,8.0,312.0,38
22,175,55,10.5,1056.6,108
30,153,90,8.0,548.2,44
38,185,63,10.5,1115.7,98
22,164,55,13.5,716.3,56
42,181,57,8.0,692.3,85
55,178,90,8.0,1442.9,120
28,159,89,8.0,750.6,64
51,170,45,10.5,957.6,116
30,165,84,8.0,1033.1,85
38,168,88,10.5,1146.9,74
39,178,63,8.0,402.4,44
23,167,56,10.5,261.7,26
56,165,52,8.0,454.0,63
41,150,52,13.5,1261.2,109
29,151,97,13.5,2114.7,96
37,164,89,8.0,739.9,60
57,188,56,10.5,586.2,57
26,177,92,10.5,257.4,16
25,150,77,10.5,1546.0,111
31,154,89,13.5,1838.1,89
18,171,70,13.5,1688.4,112
41,185,83,13.5,1683.0,94
29,162,72,10.5,870.5,68
50,150,49,10.5,410.1,49
50,165,52,10.5,610.1,66
51,171,69,8.0,432.7,47
54,181,71,8.0,962.3,99
19,165,90,8.0,1171.6,98
58,164,67,13.5,1268.2,86
22,161,74,13.5,1037.7,65
35,150,89,10.5,652.3,40
19,166,91,8.0,1382.6,111
34,177,67,10.5,926.8,76
55,156,93,8.0,1010.3,75
25,158,91,8.0,524.2,40
28,171,64,10.5,568.6,51
21,175,62,10.5,490.7,44
19,161,62,8.0,902.5,109
27,156,46,8.0,677.7,111
46,164,48,13.5,280.2,25
20,187,74,10.5,827.0,67
21,170,77,10.5,776.1,55
17,163,80,10.5,270.6,19
43,151,62,10.5,861.0,80
44,157,81,8.0,291.7,27
45,155,63,13.5,1115.8,77
34,186,91,10.5,1538.4,96
28,186,72,8.0,1057.7,104
29,182,84,8.0,449.5,39
57,155,64,8.0,491.2,58
18,175,93,8.0,353.6,28
53,188,77,8.0,867.7,83
32,186,56,10.5,680.3,73
40,163,95,10.5,1106.7,70
51,186,59,13.5,1566.0,120
38,157,85,10.5,1004.1,66
52,188,83,8.0,929.9,80
27,162,46,13.5,826.6,82
45,162,73,8.0,265.3,26
51,189,85,8.0,1061.9,89
31,177,54,10.5,776.6,82
47,167,46,8.0,363.5,57
58,168,95,10.5,1427.5,87
57,187,55,8.0,644.3,88
59,181,57,13.5,1331.2,105
32,171,54,8.0,147.1,20
26,151,58,10.5,297.1,29
48,162,62,8.0,497.4,56
18,172,95,10.5,738.8,45
40,174,98,10.5,1751.0,100
39,177,53,13.5,823.9,67
18,160,83,10.5,282.1,20
54,182,72,13.5,792.0,47
47,173,47,13.5,435.2,43
56,151,64,8.0,322.3,35
42,179,50,13.5,739.3,68
45,166,71,10.5,855.6,70
19,189,97,10.5,1852.6,108
30,183,46,13.5,376.9,35
41,187,73,8.0,1123.1,114
17,171,82,13.5,1306.6,69
19,154,47,13.5,777.4,72
42,189,60,10.5,791.1,78
34,165,74,8.0,1021.6,100
25,162,84,8.0,695.9,60
54,175,46,8.0,611.4,98
39,180,61,8.0,312.3,36
37,188,85,10.5,1147.6,74
17,172,56,8.0,933.9,118
37,161,79,8.0,286.1,25
43,163,87,8.0,701.1,61
58,167,45,10.5,338.0,45
22,176,99,10.5,2124.9,118
52,177,89,8.0,1164.9,91
44,167,59,10.5,317.4,32
33,165,70,13.5,558.9,36
56,165,81,8.0,810.7,70
19,162,65,10.5,339.5,31
28,178,93,8.0,653.4,52
55,158,75,8.0,411.9,39
28,175,69,10.5,582.2,46
18,177,67,13.5,450.2,29
38,162,68,8.0,261.0,27
39,185,82,13.5,1307.5,72
46,158,72,10.5,1331.5,104
21,163,65,8.0,553.2,64
25,161,98,10.5,449.9,25
37,181,87,10.5,410.3,27
27,187,62,10.5,1221.1,111
21,152,80,10.5,929.7,64
51,165,79,8.0,1194.0,115
43,169,89,13.5,1090.9,52
18,181,99,13.5,329.4,15
40,172,53,8.0,382.3,53
47,166,97,8.0,530.6,41
49,165,82,13.5,955.5,50
55,187,74,13.5,794.3,46
46,157,88,8.0,637.4,55
53,168,78,10.5,378.3,29
44,179,76,8.0,492.9,45
47,183,47,13.5,203.5,20
27,163,47,10.5,857.4,103
39,171,72,13.5,1082.0,66
18,166,88,10.5,1533.1,96
56,164,59,13.5,481.4,36
57,181,85,10.5,665.0,45
43,162,67,8.0,1106.7,114
51,170,84,8.0,983.5,87
18,189,55,10.5,563.8,60
55,182,92,10.5,1249.9,81
53,176,76,8.0,1222.4,111
37,184,98,8.0,1452.8,105
21,165,80,10.5,759.1,57
37,177,77,10.5,206.3,15
45,183,68,8.0,540.4,58
36,150,83,13.5,1387.9,71
54,180,78,8.0,242.6,23
36,185,72,10.5,244.4,19
41,182,81,10.5,1335.1,93
18,182,51,13.5,251.0,23
48,188,48,8.0,406.9,59
42,167,81,10.5,1448.4,106
22,172,45,8.0,575.7,91
57,172,45,10.5,307.5,38
19,164,91,13.5,1825.4,88
49,175,64,8.0,475.8,56
17,179,63,8.0,328.6,36
21,174,73,13.5,1871.1,117
29,165,54,10.5,708.2,74
35,188,62,10.5,1117.2,100
28,163,72,8.0,530.3,51
41,166,79,13.5,951.9,53
51,161,87,8.0,1151.0,98
28,178,91,8.0,1145.1,88
46,181,75,10.5,1116.1,88
21,173,71,10.5,1230.5,104
50,162,55,10.5,1031.8,103
38,169,93,10.5,1098.6,67
55,164,93,10.5,654.1,42
29,153,82,13.5,1692.3,91
19,183,49,8.0,189.6,29
36,177,52,13.5,825.2,74
47,151,78,8.0,767.8,74
21,179,92,10.5,330.9,20
40,175,96,13.5,1462.0,66
56,175,56,8.0,203.5,26
49,169,82,10.5,459.8,33
24,177,45,10.5,887.0,110
40,169,75,13.5,1488.1,89
36,160,48,13.5,1254.1,116
32,159,93,13.5,2415.0,111
28,172,89,10.5,248.1,16
29,186,94,8.0,908.6,69
58,168,49,8.0,205.6,29
55,167,74,13.5,1292.4,78
41,176,68,8.0,1078.9,114
48,155,47,10.5,688.4,83
40,159,55,8.0,214.9,29
25,151,89,10.5,908.8,57
56,173,48,13.5,971.9,88
39,187,70,8.0,291.6,31
29,177,71,10.5,1323.9,112
48,177,90,13.5,807.9,38
31,188,98,13.5,1956.2,88
52,151,87,13.5,833.8,44
21,154,71,13.5,1266.0,81
38,160,86,8.0,782.4,65
32,159,95,10.5,1185.7,74
57,151,94,8.0,1426.2,115
26,164,50,10.5,153.2,17
40,188,59,13.5,1600.3,118
34,186,97,8.0,250.1,19
34,156,74,13.5,668.4,42
23,169,86,10.5,1382.7,92
20,183,81,13.5,2084.6,117
42,184,81,8.0,277.3,25
21,183,86,8.0,1000.0,86
32,171,81,10.5,1577.2,115
51,180,79,10.5,1175.5,86
42,172,67,8.0,872.9,90
34,168,50,8.0,195.9,29
45,153,48,8.0,633.5,97
39,173,62,8.0,522.7,62
30,169,53,10.5,555.4,60
31,188,93,8.0,558.9,42
49,177,73,10.5,265.6,21
41,188,57,8.0,958.9,118
37,166,91,8.0,1028.8,85
33,168,96,13.5,2424.9,108
39,184,61,13.5,1276.1,96
59,181,89,8.0,1197.9,102
33,188,76,10.5,256.9,20
30,184,92,8.0,888.0,72
45,179,66,13.5,1218.7,82
36,166,48,8.0,455.9,69
46,178,49,13.5,912.3,81
35,155,81,8.0,674.2,63
55,166,85,8.0,764.1,65
29,166,93,10.5,1168.2,73
34,163,57,13.5,259.9,20
39,173,78,13.5,1741.9,104
49,186,89,13.5,1241.1,65
55,189,66,10.5,596.2,52
56,188,97,8.0,345.9,25
34,181,67,10.5,787.1,66
25,185,95,8.0,1338.2,107
49,186,47,10.5,270.7,34
48,163,86,10.5,351.3,24
33,176,78,13.5,696.6,40
35,168,76,10.5,831.8,62
43,180,89,8.0,1256.1,105
22,158,95,10.5,460.0,28
51,187,93,10.5,1870.9,114
53,166,65,8.0,648.7,73
50,168,90,13.5,507.7,26
36,153,88,8.0,450.0,37
41,160,65,8.0,874.5,99
20,171,88,8.0,1085.0,86
26,153,55,10.5,524.2,53
26,166,83,10.5,323.7,23
40,157,48,8.0,653.8,102
37,183,95,8.0,1410.6,109
27,160,45,13.5,391.4,39
43,180,72,10.5,407.5,31
32,160,68,10.5,653.2,56
42,187,79,10.5,616.3,43
46,170,57,10.5,738.5,74
32,179,91,8.0,1059.0,81
23,159,78,8.0,1089.8,99
32,175,55,13.5,896.9,71
51,176,80,10.5,1206.3,86
32,157,95,10.5,481.3,28
56,188,61,8.0,436.2,53
28,157,79,13.5,555.0,30
51,157,62,8.0,278.2,32
37,183,84,10.5,1592.5,109
59,165,66,10.5,1077.5,89
52,162,68,13.5,1839.1,116
33,172,63,8.0,304.4,34
48,161,81,10.5,831.3,60
57,176,83,10.5,897.6,59
22,171,65,13.5,269.6,18
40,181,52,10.5,901.2,98
43,176,72,10.5,1431.3,109
36,151,49,8.0,222.7,34
41,182,61,13.5,330.7,25
18,175,81,13.5,1448.9,79
25,177,80,13.5,550.5,32
44,168,98,8.0,730.3,53
54,154,63,13.5,800.8,58
19,182,71,10.5,1326.6,111
36,169,97,13.5,2465.5,114
22,179,78,10.5,435.3,32
55,157,55,13.5,730.0,61
49,187,98,13.5,946.8,45
17,166,89,8.0,1379.3,113
53,150,91,13.5,1113.3,53
22,152,56,13.5,679.7,52
50,175,98,8.0,1210.0,93
31,180,65,10.5,695.6,61
42,157,98,13.5,1808.4,84
30,157,55,13.5,268.8,22
23,184,83,10.5,1788.2,118
47,188,72,8.0,981.3,100
40,177,49,13.5,859.2,79
47,153,61,8.0,221.2,27
45,165,64,10.5,808.4,69
58,162,85,10.5,1510.6,102
48,169,90,8.0,1241.2,99
33,154,56,10.5,556.0,57
30,186,50,10.5,153.6,18
56,169,61,13.5,1202.8,85
52,173,95,8.0,926.6,74
40,185,63,13.5,375.6,26
43,183,70,8.0,713.5,73
41,183,92,13.5,1816.7,91
48,168,88,10.5,1012.2,68
34,166,88,8.0,717.3,58
34,154,96,8.0,390.9,30
53,174,76,8.0,205.3,20
42,167,50,8.0,185.1,28
25,157,99,10.5,1280.6,72
51,176,80,10.5,654.1,45
24,164,82,10.5,1688.2,114
36,162,55,13.5,1418.3,115
58,165,77,10.5,743.6,55
38,171,68,13.5,730.4,49
